Award Title,Movie Title,Nominee Name(s),Won,Year,url
Visual Effects,The Hobbit: The Desolation of Smaug,"Joe Letteri, Eric Saindon, David Clayton and Eric Reynolds",0,2014,https://letterboxd.com/film/the-hobbit-the-desolation-of-smaug/
Visual Effects,Iron Man 3,"Christopher Townsend, Guy Williams, Erik Nash and Dan Sudick",0,2014,https://letterboxd.com/film/iron-man-3/
Visual Effects,The Lone Ranger,"Tim Alexander, Gary Brozenich, Edson Williams and John Frazier",0,2014,https://letterboxd.com/film/the-lone-ranger/
Visual Effects,Star Trek Into Darkness,"Roger Guyett, Patrick Tubach, Ben Grossmann and Burt Dalton",0,2014,https://letterboxd.com/film/star-trek-into-darkness/
Writing (Adapted Screenplay),12 Years a Slave,John Ridley,1,2014,https://letterboxd.com/film/12-years-a-slave/
Writing (Adapted Screenplay),Before Midnight,"Richard Linklater, Julie Delpy, Ethan Hawke",0,2014,https://letterboxd.com/film/before-midnight/
Writing (Adapted Screenplay),Captain Phillips,Billy Ray,0,2014,https://letterboxd.com/film/captain-phillips/
Writing (Adapted Screenplay),Philomena,Steve Coogan and Jeff Pope,0,2014,https://letterboxd.com/film/philomena/
Writing (Adapted Screenplay),The Wolf of Wall Street,Terence Winter,0,2014,https://letterboxd.com/film/the-wolf-of-wall-street/
Writing (Original Screenplay),Her,Spike Jonze,1,2014,https://letterboxd.com/film/her/
Writing (Original Screenplay),American Hustle,Eric Warren Singer and David O. Russell,0,2014,https://letterboxd.com/film/american-hustle/
Writing (Original Screenplay),Blue Jasmine,Woody Allen,0,2014,https://letterboxd.com/film/blue-jasmine/
Writing (Original Screenplay),Dallas Buyers Club,Craig Borten & Melisa Wallack,0,2014,https://letterboxd.com/film/dallas-buyers-club/
Writing (Original Screenplay),Nebraska,Bob Nelson,0,2014,https://letterboxd.com/film/nebraska/
Actor in a Leading Role,The Theory of Everything,Eddie Redmayne,1,2015,https://letterboxd.com/film/the-theory-of-everything-2014/
Actor in a Leading Role,Foxcatcher,Steve Carell,0,2015,https://letterboxd.com/film/foxcatcher/
Actor in a Leading Role,American Sniper,Bradley Cooper,0,2015,https://letterboxd.com/film/american-sniper/
Actor in a Leading Role,The Imitation Game,Benedict Cumberbatch,0,2015,https://letterboxd.com/film/the-imitation-game/
Actor in a Leading Role,Birdman or (The Unexpected Virtue of Ignorance),Michael Keaton,0,2015,https://letterboxd.com/film/birdman-or-the-unexpected-virtue-of-ignorance/
Actor in a Supporting Role,Whiplash,J.K. Simmons,1,2015,https://letterboxd.com/film/whiplash-2014/
Actor in a Supporting Role,The Judge,Robert Duvall,0,2015,https://letterboxd.com/film/the-judge-2014/
Actor in a Supporting Role,Boyhood,Ethan Hawke,0,2015,https://letterboxd.com/film/boyhood/
Actor in a Supporting Role,Birdman or (The Unexpected Virtue of Ignorance),Edward Norton,0,2015,https://letterboxd.com/film/birdman-or-the-unexpected-virtue-of-ignorance/
Actor in a Supporting Role,Foxcatcher,Mark Ruffalo,0,2015,https://letterboxd.com/film/foxcatcher/
Actress in a Leading Role,Still Alice,Julianne Moore,1,2015,https://letterboxd.com/film/still-alice/
Actress in a Leading Role,"Two Days, One Night",Marion Cotillard,0,2015,https://letterboxd.com/film/two-days-one-night/
Actress in a Leading Role,The Theory of Everything,Felicity Jones,0,2015,https://letterboxd.com/film/the-theory-of-everything-2014/
Actress in a Leading Role,Gone Girl,Rosamund Pike,0,2015,https://letterboxd.com/film/gone-girl/
Actress in a Leading Role,Wild,Reese Witherspoon,0,2015,https://letterboxd.com/film/wild/
Actress in a Supporting Role,Boyhood,Patricia Arquette,1,2015,https://letterboxd.com/film/boyhood/
Actress in a Supporting Role,Wild,Laura Dern,0,2015,https://letterboxd.com/film/wild/
Actress in a Supporting Role,The Imitation Game,Keira Knightley,0,2015,https://letterboxd.com/film/the-imitation-game/
Actress in a Supporting Role,Birdman or (The Unexpected Virtue of Ignorance),Emma Stone,0,2015,https://letterboxd.com/film/birdman-or-the-unexpected-virtue-of-ignorance/
Actress in a Supporting Role,Into the Woods,Meryl Streep,0,2015,https://letterboxd.com/film/into-the-woods-2014/
Animated Feature Film,Big Hero 6,"Don Hall, Chris Williams and Roy Conli",1,2015,https://letterboxd.com/film/big-hero-6/
Animated Feature Film,The Boxtrolls,"Anthony Stacchi, Graham Annable and Travis Knight",0,2015,https://letterboxd.com/film/the-boxtrolls/
Animated Feature Film,How to Train Your Dragon 2,Dean DeBlois and Bonnie Arnold,0,2015,https://letterboxd.com/film/how-to-train-your-dragon-2/
Animated Feature Film,Song of the Sea,Tomm Moore and Paul Young,0,2015,https://letterboxd.com/film/song-of-the-sea/
Animated Feature Film,The Tale of the Princess Kaguya,Isao Takahata and Yoshiaki Nishimura,0,2015,https://letterboxd.com/film/the-tale-of-the-princess-kaguya/
Cinematography,Birdman or (The Unexpected Virtue of Ignorance),Emmanuel Lubezki,1,2015,https://letterboxd.com/film/birdman-or-the-unexpected-virtue-of-ignorance/
Cinematography,The Grand Budapest Hotel,Robert Yeoman,0,2015,https://letterboxd.com/film/the-grand-budapest-hotel/
Cinematography,Ida,Łukasz Żal and Ryszard Lenczewski,0,2015,https://letterboxd.com/film/ida/
Cinematography,Mr. Turner,Dick Pope,0,2015,https://letterboxd.com/film/mr-turner/
Cinematography,Unbroken,Roger Deakins,0,2015,https://letterboxd.com/film/unbroken/
Costume Design,The Grand Budapest Hotel,Milena Canonero,1,2015,https://letterboxd.com/film/the-grand-budapest-hotel/
Costume Design,Inherent Vice,Mark Bridges,0,2015,https://letterboxd.com/film/inherent-vice/
Costume Design,Into the Woods,Colleen Atwood,0,2015,https://letterboxd.com/film/into-the-woods-2014/
Costume Design,Maleficent,Anna B. Sheppard,0,2015,https://letterboxd.com/film/maleficent/
Costume Design,Mr. Turner,Jacqueline Durran,0,2015,https://letterboxd.com/film/mr-turner/
Directing,Birdman or (The Unexpected Virtue of Ignorance),Alejandro G. Iñárritu,1,2015,https://letterboxd.com/film/birdman-or-the-unexpected-virtue-of-ignorance/
Directing,Boyhood,Richard Linklater,0,2015,https://letterboxd.com/film/boyhood/
Directing,Foxcatcher,Bennett Miller,0,2015,https://letterboxd.com/film/foxcatcher/
Directing,The Grand Budapest Hotel,Wes Anderson,0,2015,https://letterboxd.com/film/the-grand-budapest-hotel/
Directing,The Imitation Game,Morten Tyldum,0,2015,https://letterboxd.com/film/the-imitation-game/
Documentary (Feature),CitizenFour,"Laura Poitras, Mathilde Bonnefoy and Dirk Wilutzky",1,2015,https://letterboxd.com/film/citizenfour/
Documentary (Feature),Finding Vivian Maier,John Maloof and Charlie Siskel,0,2015,https://letterboxd.com/film/finding-vivian-maier/
Documentary (Feature),Last Days in Vietnam,Rory Kennedy and Keven McAlester,0,2015,https://letterboxd.com/film/last-days-in-vietnam/
Documentary (Feature),The Salt of the Earth,"Wim Wenders, Juliano Ribeiro Salgado and David Rosier",0,2015,https://letterboxd.com/film/the-salt-of-the-earth/
Documentary (Feature),Virunga,Orlando von Einsiedel and Joanna Natasegara,0,2015,https://letterboxd.com/film/virunga/
Documentary (Short Subject),Crisis Hotline: Veterans Press 1,Ellen Goosenberg Kent and Dana Perry,1,2015,https://letterboxd.com/film/crisis-hotline-veterans-press-1/
Documentary (Short Subject),Joanna,Aneta Kopacz,0,2015,https://letterboxd.com/film/joanna-2013/
Documentary (Short Subject),Our Curse,Tomasz Śliwiński and Maciej Ślesicki,0,2015,https://letterboxd.com/film/our-curse/
Documentary (Short Subject),The Reaper (La Parka),Gabriel Serra Arguello,0,2015,https://letterboxd.com/film/the-reaper-2013/
Documentary (Short Subject),White Earth,J. Christian Jensen,0,2015,https://letterboxd.com/film/white-earth/
Film Editing,Whiplash,Tom Cross,1,2015,https://letterboxd.com/film/whiplash-2014/
Film Editing,American Sniper,Joel Cox and Gary D. Roach,0,2015,https://letterboxd.com/film/american-sniper/
Film Editing,Boyhood,Sandra Adair,0,2015,https://letterboxd.com/film/boyhood/
Film Editing,The Grand Budapest Hotel,Barney Pilling,0,2015,https://letterboxd.com/film/the-grand-budapest-hotel/
Film Editing,The Imitation Game,William Goldenberg,0,2015,https://letterboxd.com/film/the-imitation-game/
Foreign Language Film,Ida,Poland,1,2015,https://letterboxd.com/film/ida/
Foreign Language Film,Leviathan,Russia,0,2015,https://letterboxd.com/film/leviathan-2014/
Foreign Language Film,Tangerines,Estonia,0,2015,https://letterboxd.com/film/tangerines/
Foreign Language Film,Timbuktu,Mauritania,0,2015,https://letterboxd.com/film/timbuktu-2014/
Foreign Language Film,Wild Tales,Argentina,0,2015,https://letterboxd.com/film/wild-tales/
Makeup and Hairstyling,The Grand Budapest Hotel,Frances Hannon and Mark Coulier,1,2015,https://letterboxd.com/film/the-grand-budapest-hotel/
Makeup and Hairstyling,Foxcatcher,Bill Corso and Dennis Liddiard,0,2015,https://letterboxd.com/film/foxcatcher/
Makeup and Hairstyling,Guardians of the Galaxy,Elizabeth Yianni-Georgiou and David White,0,2015,https://letterboxd.com/film/guardians-of-the-galaxy/
Music (Original Score),The Grand Budapest Hotel,Alexandre Desplat,1,2015,https://letterboxd.com/film/the-grand-budapest-hotel/
Music (Original Score),The Imitation Game,Alexandre Desplat,0,2015,https://letterboxd.com/film/the-imitation-game/
Music (Original Score),Interstellar,Hans Zimmer,0,2015,https://letterboxd.com/film/interstellar/
Music (Original Score),Mr. Turner,Gary Yershon,0,2015,https://letterboxd.com/film/mr-turner/
Music (Original Score),The Theory of Everything,Jóhann Jóhannsson,0,2015,https://letterboxd.com/film/the-theory-of-everything-2014/
Best Picture,Birdman or (The Unexpected Virtue of Ignorance),"Alejandro G. Iñárritu, John Lesher and James W. Skotchdopole",1,2015,https://letterboxd.com/film/birdman-or-the-unexpected-virtue-of-ignorance/
Best Picture,American Sniper,"Clint Eastwood, Robert Lorenz, Andrew Lazar, Bradley Cooper and Peter Morgan",0,2015,https://letterboxd.com/film/american-sniper/
Best Picture,Boyhood,Richard Linklater and Cathleen Sutherland,0,2015,https://letterboxd.com/film/boyhood/
Best Picture,The Grand Budapest Hotel,"Wes Anderson, Scott Rudin, Steven Rales and Jeremy Dawson",0,2015,https://letterboxd.com/film/the-grand-budapest-hotel/
Best Picture,The Imitation Game,"Nora Grossman, Ido Ostrowsky and Teddy Schwarzman",0,2015,https://letterboxd.com/film/the-imitation-game/
Best Picture,Selma,"Christian Colson, Oprah Winfrey, Dede Gardner and Jeremy Kleiner",0,2015,https://letterboxd.com/film/selma/
Best Picture,The Theory of Everything,"Tim Bevan, Eric Fellner, Lisa Bruce and Anthony McCarten",0,2015,https://letterboxd.com/film/the-theory-of-everything-2014/
Best Picture,Whiplash,"Jason Blum, Helen Estabrook and David Lancaster",0,2015,https://letterboxd.com/film/whiplash-2014/
Production Design,The Grand Budapest Hotel,Adam Stockhausen; Anna Pinnock,1,2015,https://letterboxd.com/film/the-grand-budapest-hotel/
Production Design,The Imitation Game,Maria Djurkovic; Tatiana Macdonald,0,2015,https://letterboxd.com/film/the-imitation-game/
Production Design,Interstellar,Nathan Crowley; Gary Fettis,0,2015,https://letterboxd.com/film/interstellar/
Production Design,Into the Woods,Dennis Gassner; Anna Pinnock,0,2015,https://letterboxd.com/film/into-the-woods-2014/
Production Design,Mr. Turner,Suzie Davies; Charlotte Watts,0,2015,https://letterboxd.com/film/mr-turner/
Short Film (Animated),Feast,Patrick Osborne and Kristina Reed,1,2015,https://letterboxd.com/film/feast-2014/
Short Film (Animated),The Bigger Picture,Daisy Jacobs and Christopher Hees,0,2015,https://letterboxd.com/film/the-bigger-picture/
Short Film (Animated),The Dam Keeper,Robert Kondo and Dice Tsutsumi,0,2015,https://letterboxd.com/film/the-dam-keeper/
Short Film (Animated),Me and My Moulton,Torill Kove,0,2015,https://letterboxd.com/film/me-and-my-moulton/
Short Film (Animated),A Single Life,Joris Oprins,0,2015,https://letterboxd.com/film/a-single-life/
Short Film (Live Action),The Phone Call,Mat Kirkby and James Lucas,1,2015,https://letterboxd.com/film/the-phone-call/
Short Film (Live Action),Aya,Oded Binnun and Mihal Brezis,0,2015,https://letterboxd.com/film/aya-2013/
Short Film (Live Action),Boogaloo and Graham,Michael Lennox and Ronan Blaney,0,2015,https://letterboxd.com/film/boogaloo-and-graham/
Short Film (Live Action),Butter Lamp (La Lampe Au Beurre De Yak),Hu Wei and Julien Féret,0,2015,https://letterboxd.com/film/butter-lamp/
Short Film (Live Action),Parvaneh,Talkhon Hamzavi and Stefan Eichenberger,0,2015,https://letterboxd.com/film/parvaneh/
Sound Editing,American Sniper,Alan Robert Murray and Bub Asman,1,2015,https://letterboxd.com/film/american-sniper/
